Census year,CLUE small area,ANZSIC indusrty,Business size,Total establishments,Total jobs
2021,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,43,279
2021,Melbourne (CBD),Wholesale Trade,Medium business,2,
2021,Melbourne (CBD),Wholesale Trade,Small business,91,453
2021,Melbourne (Remainder),Accommodation and Food Services,Medium business,6,283
2021,Melbourne (Remainder),Administrative and Support Services,Medium business,1,
2021,Melbourne (Remainder),Arts and Recreation Services,Large business,3,3308
2021,Melbourne (Remainder),Arts and Recreation Services,Medium business,12,1096
2021,Melbourne (Remainder),Education and Training,Small business,3,14
2021,Melbourne (Remainder),Financial and Insurance Services,Medium business,6,284
2021,Melbourne (Remainder),Other Services,Non employing,7,0
2021,Melbourne (Remainder),Other Services,Small business,12,53
2021,Melbourne (Remainder),"Professional, Scientific and Technical Services",Small business,11,102
2021,Melbourne (Remainder),Retail Trade,Non employing,1,
2021,Melbourne (Remainder),Retail Trade,Small business,14,85
2021,Melbourne (Remainder),Wholesale Trade,Medium business,2,
2021,Melbourne (Remainder),Wholesale Trade,Small business,2,
2021,North Melbourne,Accommodation and Food Services,Non employing,8,0
2021,North Melbourne,Accommodation and Food Services,Small business,119,544
2021,North Melbourne,"Agriculture, Forestry and Fishing",Small business,1,
2021,North Melbourne,Construction,Medium business,7,415
2021,North Melbourne,Education and Training,Small business,20,120
2021,North Melbourne,Financial and Insurance Services,Medium business,2,
2021,North Melbourne,Health Care and Social Assistance,Medium business,13,565
2021,North Melbourne,Health Care and Social Assistance,Non employing,4,0
2021,North Melbourne,Health Care and Social Assistance,Small business,73,370
2021,North Melbourne,Information Media and Telecommunications,Small business,11,69
2021,North Melbourne,Manufacturing,Medium business,5,193
2021,North Melbourne,Public Administration and Safety,Small business,3,18
2021,North Melbourne,"Rental, Hiring and Real Estate Services",Medium business,1,
2021,North Melbourne,Retail Trade,Medium business,4,283
2021,Parkville,Accommodation and Food Services,Medium business,16,1078
2021,Parkville,Accommodation and Food Services,Small business,59,386
2021,Parkville,Arts and Recreation Services,Small business,10,75
2021,Parkville,Education and Training,Large business,3,942
2021,Parkville,Health Care and Social Assistance,Large business,8,19653
2021,Parkville,Manufacturing,Large business,1,
2021,Parkville,Other Services,Medium business,4,123
2021,Parkville,"Professional, Scientific and Technical Services",Large business,1,
2021,Parkville,"Rental, Hiring and Real Estate Services",Medium business,1,
2021,Parkville,"Rental, Hiring and Real Estate Services",Non employing,1,
2021,Parkville,Retail Trade,Small business,20,99
2021,Parkville,Wholesale Trade,Medium business,1,
2021,Port Melbourne,"Agriculture, Forestry and Fishing",Small business,1,
2021,Port Melbourne,Arts and Recreation Services,Medium business,1,
2021,Port Melbourne,Arts and Recreation Services,Small business,6,30
2021,Port Melbourne,Education and Training,Medium business,1,
2021,Port Melbourne,Education and Training,Non employing,2,
2021,Port Melbourne,"Electricity, Gas, Water and Waste Services",Medium business,1,
2021,Port Melbourne,Health Care and Social Assistance,Non employing,1,
2021,Port Melbourne,Information Media and Telecommunications,Large business,1,
2021,Port Melbourne,Manufacturing,Large business,5,2356
2021,Port Melbourne,"Professional, Scientific and Technical Services",Medium business,12,575
2021,Port Melbourne,"Professional, Scientific and Technical Services",Small business,49,333
2021,Port Melbourne,Public Administration and Safety,Small business,9,66
2021,Port Melbourne,"Rental, Hiring and Real Estate Services",Medium business,4,97
2021,Port Melbourne,Retail Trade,Non employing,1,
2021,Port Melbourne,"Transport, Postal and Warehousing",Small business,14,103
2021,Port Melbourne,Wholesale Trade,Large business,1,
2021,Port Melbourne,Wholesale Trade,Non employing,2,
2021,South Yarra,Accommodation and Food Services,Medium business,2,
2021,South Yarra,Arts and Recreation Services,Non employing,4,0
2021,South Yarra,Education and Training,Large business,1,
2021,South Yarra,Education and Training,Non employing,6,0
2021,South Yarra,Education and Training,Small business,3,18
2021,South Yarra,"Electricity, Gas, Water and Waste Services",Non employing,6,0
2021,South Yarra,Health Care and Social Assistance,Medium business,1,
2021,South Yarra,Information Media and Telecommunications,Small business,1,
2021,South Yarra,Other Services,Small business,7,31
2021,Southbank,Accommodation and Food Services,Non employing,5,0
2021,Southbank,Accommodation and Food Services,Small business,138,1072
2021,Southbank,Administrative and Support Services,Large business,1,
2021,Southbank,Arts and Recreation Services,Non employing,15,0
2021,Southbank,Education and Training,Large business,2,
2021,Southbank,Education and Training,Small business,9,62
2021,Southbank,Financial and Insurance Services,Small business,17,121
2021,Southbank,Health Care and Social Assistance,Medium business,8,473
2021,Southbank,Manufacturing,Large business,3,3134
2021,Southbank,Manufacturing,Small business,5,38
2021,Southbank,Public Administration and Safety,Small business,1,
2021,Southbank,"Rental, Hiring and Real Estate Services",Medium business,5,309
2021,Southbank,"Rental, Hiring and Real Estate Services",Non employing,2,
2021,Southbank,Retail Trade,Non employing,1,
2021,Southbank,Retail Trade,Small business,196,1342
2021,Southbank,"Transport, Postal and Warehousing",Large business,2,
2021,Southbank,"Transport, Postal and Warehousing",Small business,4,31
2021,Southbank,Wholesale Trade,Medium business,3,222
2021,West Melbourne (Industrial),Construction,Medium business,1,
2021,West Melbourne (Industrial),"Electricity, Gas, Water and Waste Services",Small business,2,
2021,West Melbourne (Industrial),Other Services,Medium business,1,
2021,West Melbourne (Industrial),"Transport, Postal and Warehousing",Small business,15,148
2021,West Melbourne (Industrial),Wholesale Trade,Medium business,5,373
2021,West Melbourne (Residential),Accommodation and Food Services,Medium business,2,
2021,West Melbourne (Residential),Accommodation and Food Services,Small business,55,251
2021,West Melbourne (Residential),Arts and Recreation Services,Medium business,4,356
2021,West Melbourne (Residential),Arts and Recreation Services,Small business,7,29
2021,West Melbourne (Residential),Construction,Medium business,3,84
2021,West Melbourne (Residential),Health Care and Social Assistance,Medium business,5,293
2021,West Melbourne (Residential),Information Media and Telecommunications,Medium business,3,94
2021,West Melbourne (Residential),Manufacturing,Small business,7,48
2021,West Melbourne (Residential),Other Services,Small business,34,176
2021,West Melbourne (Residential),Public Administration and Safety,Small business,3,30
2022,Carlton,Accommodation and Food Services,Medium business,29,937
2022,Carlton,Accommodation and Food Services,Non employing,41,0
2022,Carlton,Accommodation and Food Services,Small business,230,1416
2022,Carlton,Administrative and Support Services,Medium business,2,
2022,Carlton,Administrative and Support Services,Small business,11,68
2022,Carlton,Arts and Recreation Services,Non employing,20,0
2022,Carlton,Education and Training,Small business,44,303
2022,Carlton,Health Care and Social Assistance,Large business,3,1217
2022,Carlton,Health Care and Social Assistance,Non employing,1,
2022,Carlton,Information Media and Telecommunications,Non employing,1,
2022,Carlton,Other Services,Large business,1,
2022,Carlton,Other Services,Medium business,19,992
2022,Carlton,Other Services,Non employing,9,0
2022,Carlton,"Professional, Scientific and Technical Services",Large business,1,
2022,Carlton,"Professional, Scientific and Technical Services",Medium business,20,657
2022,Carlton,"Professional, Scientific and Technical Services",Non employing,1,
2022,Carlton,"Professional, Scientific and Technical Services",Small business,75,503
2022,Carlton,"Rental, Hiring and Real Estate Services",Medium business,1,
2022,Carlton,Retail Trade,Medium business,5,259
2022,Carlton,Retail Trade,Small business,92,400
2022,Docklands,Accommodation and Food Services,Medium business,22,904
2022,Docklands,Accommodation and Food Services,Non employing,6,0
2022,Docklands,Accommodation and Food Services,Small business,239,1450
2022,Docklands,"Agriculture, Forestry and Fishing",Small business,1,
2022,Docklands,Arts and Recreation Services,Medium business,5,256
2022,Docklands,Financial and Insurance Services,Non employing,1,
2022,Docklands,Financial and Insurance Services,Small business,25,130
2022,Docklands,Manufacturing,Medium business,3,270
2022,Docklands,Manufacturing,Non employing,1,
2022,Docklands,Other Services,Non employing,17,0
2022,Docklands,"Professional, Scientific and Technical Services",Large business,17,10691
2022,Docklands,"Rental, Hiring and Real Estate Services",Medium business,4,267
2022,Docklands,"Rental, Hiring and Real Estate Services",Small business,51,293
2022,Docklands,"Transport, Postal and Warehousing",Large business,4,2185
2022,Docklands,"Transport, Postal and Warehousing",Medium business,6,390
2022,Docklands,"Transport, Postal and Warehousing",Non employing,6,0
2022,East Melbourne,Accommodation and Food Services,Medium business,4,118
2022,East Melbourne,Accommodation and Food Services,Small business,46,256
2022,East Melbourne,Construction,Medium business,1,
2022,East Melbourne,Construction,Non employing,1,
2022,East Melbourne,Construction,Small business,3,21
2022,East Melbourne,Education and Training,Small business,2,
2022,East Melbourne,Health Care and Social Assistance,Medium business,29,1487
2022,East Melbourne,Health Care and Social Assistance,Small business,176,968
2022,East Melbourne,Information Media and Telecommunications,Small business,4,49
2022,East Melbourne,Public Administration and Safety,Small business,4,45
2022,East Melbourne,"Rental, Hiring and Real Estate Services",Medium business,1,
2022,East Melbourne,"Rental, Hiring and Real Estate Services",Small business,5,22
2022,East Melbourne,Retail Trade,Non employing,1,
2022,East Melbourne,Retail Trade,Small business,11,66
2022,Kensington,Administrative and Support Services,Small business,5,21
2022,Kensington,"Agriculture, Forestry and Fishing",Small business,1,
2022,Kensington,Arts and Recreation Services,Non employing,63,0
2022,Kensington,Arts and Recreation Services,Small business,12,83
2022,Kensington,Financial and Insurance Services,Small business,1,
2022,Kensington,Information Media and Telecommunications,Medium business,2,
2022,Kensington,Information Media and Telecommunications,Non employing,3,0
2022,Kensington,Information Media and Telecommunications,Small business,2,
2022,Kensington,Manufacturing,Non employing,2,
2022,Kensington,"Professional, Scientific and Technical Services",Large business,1,
2022,Kensington,"Professional, Scientific and Technical Services",Medium business,9,442
2022,Kensington,Public Administration and Safety,Small business,2,
2022,Kensington,"Rental, Hiring and Real Estate Services",Small business,12,49
2022,Melbourne (CBD),Administrative and Support Services,Non employing,3,0
2022,Melbourne (CBD),"Agriculture, Forestry and Fishing",Non employing,1,
2022,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,2,
